CAMO LINER,LINER,NIJO,PO#1.16.17P,16.8,2/6/17,2/6/17,,,,,,0,0,0,,PUL
CAMO LINER,LINER,NIJO,PO#3.16.17,45.4,2/6/17,2/6/17,,,,,,0,0,0,,PUL
CAMO LINER,LINER,NIJO,STOCK,13.6,2/6/17,2/6/17,,,38216,,,0,-1,-1,,PUL
CAMO LINER,LINER,NIJO,STOCK,100,2/6/17,2/6/17,,,38217,,,0,-1,-1,,PUL
CAMO LINER,LINER,NIJO,STOCK,100,2/6/17,2/6/17,,,38218,,,0,-1,-1,,PUL
CAMO LINER,LINER,NIJO,STOCK,100,2/6/17,2/6/17,,,38219,,,0,-1,-1,,PUL
CAMO LINER,LINER,NIJO,STOCK,100,2/6/17,2/6/17,,,38220,,,0,-1,-1,,PUL
CAMO LINER,LINER,NIJO,STOCK,100,2/6/17,2/6/17,,,38221,,,0,-1,-1,,PUL
CAMO LINER,LINER,NIJO,STOCK,100,2/6/17,2/6/17,,,38222,,,0,-1,-1,,PUL
CAMO LINER,LINER,NIJO,STOCK,100,2/6/17,2/6/17,,,38223,,,0,-1,-1,,PUL
CAMO LINER,LINER,NIJO,STOCK,100,2/6/17,2/6/17,,,38224,,,0,-1,-1,,PUL
CAMO LINER,LINER,NIJO,STOCK,100,2/6/17,2/6/17,,,38225,,,0,-1,-1,,PUL
CAMO SLICKER,SLICKER,NIJO,STOCK,20.8,2/6/17,2/6/17,,,8601,,,0,-1,-1,,SLICKER
CAMO SLICKER,SLICKER,NIJO,STOCK,40,2/6/17,2/6/17,,,8602,,,0,-1,-1,,SLICKER
CAMO SLICKER,SLICKER,NIJO,STOCK,80,2/6/17,2/6/17,,,8603,,,0,-1,-1,,SLICKER
CAMPING,LINER,NIJO,STOCK,1.2,2/6/17,2/6/17,,,51201,,,0,-1,-1,,PUL
CARIBOO BLOOM,COTTON,NIJO,PO#1.16.17P,12.5,2/6/17,2/6/17,,,,,,0,0,0,,COTTON
CARIBOO BLOOM,COTTON,NIJO,PO# 2.22.17P,21.9,2/10/17,2/10/17,,,,,,0,0,0,,COTTON
CARIBOO BLOOM,COTTON,NIJO,PO#3.16.17,59.3,2/10/17,2/10/17,,,,,,0,0,0,,COTTON
CARIBOO BLOOM,COTTON,NIJO,PO# 4.18.17P,402.3,2/10/17,4/6/17,,,,,,0,0,0,,COTTON
CARIBOO BLOOM,COTTON,NIJO,STOCK,10.7,4/6/17,4/6/17,,,175021,,,0,-1,-1,,COTTON
CARIBOO BLOOM,COTTON,NIJO,STOCK,54,4/6/17,4/6/17,,,175022,,,0,-1,-1,,COTTON
CARIBOO BLOOM,COTTON,NIJO,STOCK,60,4/6/17,4/6/17,,,175023,,,0,-1,-1,,COTTON
CARIBOO BLOOM,COTTON,NIJO,STOCK,50,4/6/17,4/6/17,,,175024,,,0,-1,-1,,COTTON
CARIBOO BLOOM,COTTON,NIJO,STOCK,57,4/6/17,4/6/17,,,175025,,,0,-1,-1,,COTTON
CARIBOO BLOOM,COTTON,NIJO,STOCK,58,4/6/17,4/6/17,,,175026,,,0,-1,-1,,COTTON
CARIBOO BLOOM,COTTON,NIJO,STOCK,120,4/6/17,4/6/17,,,175027,,,0,-1,-1,,COTTON
CARIBOO BLOOM,COTTON,NIJO,STOCK,120,4/6/17,4/6/17,,,175028,,,0,-1,-1,,COTTON
CARIBOO BLOOM,COTTON,NIJO,STOCK,129,4/6/17,4/6/17,,,175029,,,0,-1,-1,,COTTON
CARIBOO BLOOM,COTTON,NIJO,STOCK,120,4/6/17,4/6/17,,,175030,,,0,-1,-1,,COTTON
CARIBOO BLOOM,COTTON,NIJO,STOCK,28,4/6/17,4/6/17,,,175031,,,0,-1,-1,,COTTON
CELERY,LINER,NIJO,PO# 4.18.17P,144.5,2/6/17,2/6/17,,,,,,0,0,0,,PUL
CELERY,LINER,NIJO,STOCK,29.3,2/6/17,2/6/17,,,11219,,,0,-1,-1,,PUL
CELERY,LINER,NIJO,STOCK,100,5/2/17,5/2/17,,,11220,,,0,-1,-1,,PUL
CELERY,LINER,NIJO,STOCK,100,5/2/17,5/2/17,,,11221,,,0,-1,-1,,PUL
CELESTIAL SEA CANVAS,COTTON,NIJO,STOCK,44.84,4/21/17,4/21/17,,,75201,,,0,-1,-1,,CANVAS
